K08113,"Complete loss of teeth due to trauma, class III"
K08114,"Complete loss of teeth due to trauma, class IV"
K08119,"Complete loss of teeth due to trauma, unspecified class"
K08121,"Complete loss of teeth due to periodontal diseases, class I"
K08122,"Complete loss of teeth due to periodontal diseases, class II"
K08123,"Complete loss of teeth due to periodontal diseases, class III"
K08124,"Complete loss of teeth due to periodontal diseases, class IV"
K08129,"Complete loss of teeth due to periodontal diseases, unspecified class"
K08131,"Complete loss of teeth due to caries, class I"
K08132,"Complete loss of teeth due to caries, class II"
K08133,"Complete loss of teeth due to caries, class III"
K08134,"Complete loss of teeth due to caries, class IV"
K08139,"Complete loss of teeth due to caries, unspecified class"
K08191,"Complete loss of teeth due to other specified cause, class I"
K08192,"Complete loss of teeth due to other specified cause, class II"
K08193,"Complete loss of teeth due to other specified cause, class III"
K08194,"Complete loss of teeth due to other specified cause, class IV"
K08199,"Complete loss of teeth due to other specified cause, unspecified class"
K0820,Unspecified atrophy of edentulous alveolar ridge
K0821,Minimal atrophy of the mandible
K0822,Moderate atrophy of the mandible
K0823,Severe atrophy of the mandible
K0824,Minimal atrophy of maxilla
K0825,Moderate atrophy of the maxilla
K0826,Severe atrophy of the maxilla
K083,Retained dental root
K08401,"Partial loss of teeth, unspecified cause, class I"
K08402,"Partial loss of teeth, unspecified cause, class II"
K08403,"Partial loss of teeth, unspecified cause, class III"
K08404,"Partial loss of teeth, unspecified cause, class IV"
K08409,"Partial loss of teeth, unspecified cause, unspecified class"
K08411,"Partial loss of teeth due to trauma, class I"
K08412,"Partial loss of teeth due to trauma, class II"
K08413,"Partial loss of teeth due to trauma, class III"
K08414,"Partial loss of teeth due to trauma, class IV"
K08419,"Partial loss of teeth due to trauma, unspecified class"
K08421,"Partial loss of teeth due to periodontal diseases, class I"
K08422,"Partial loss of teeth due to periodontal diseases, class II"
K08423,"Partial loss of teeth due to periodontal diseases, class III"
K08424,"Partial loss of teeth due to periodontal diseases, class IV"
K08429,"Partial loss of teeth due to periodontal diseases, unspecified class"
K08431,"Partial loss of teeth due to caries, class I"
K08432,"Partial loss of teeth due to caries, class II"
K08433,"Partial loss of teeth due to caries, class III"
K08434,"Partial loss of teeth due to caries, class IV"
K08439,"Partial loss of teeth due to caries, unspecified class"
K08491,"Partial loss of teeth due to other specified cause, class I"
K08492,"Partial loss of teeth due to other specified cause, class II"
K08493,"Partial loss of teeth due to other specified cause, class III"
K08494,"Partial loss of teeth due to other specified cause, class IV"
K08499,"Partial loss of teeth due to other specified cause, unspecified class"
K0850,"Unsatisfactory restoration of tooth, unspecified"
K0851,Open restoration margins of tooth
K0852,Unrepairable overhanging of dental restorative materials
K08530,Fractured dental restorative material without loss of material
K08531,Fractured dental restorative material with loss of material
K08539,"Fractured dental restorative material, unspecified"
K0854,Contour of existing restoration of tooth biologically incompatible with oral health
K0855,Allergy to existing dental restorative material
K0856,Poor aesthetic of existing restoration of tooth
K0859,Other unsatisfactory restoration of tooth
K0881,Primary occlusal trauma
K0882,Secondary occlusal trauma
K0889,Other specified disorders of teeth and supporting structures
K089,"Disorder of teeth and supporting structures, unspecified"
K090,Developmental odontogenic cysts
K091,Developmental (nonodontogenic) cysts of oral region
K098,"Other cysts of oral region, not elsewhere classified"
K099,"Cyst of oral region, unspecified"
K110,Atrophy of salivary gland
K111,Hypertrophy of salivary gland
K1120,"Sialoadenitis, unspecified"
K1121,Acute sialoadenitis
K1122,Acute recurrent sialoadenitis
K1123,Chronic sialoadenitis
K113,Abscess of salivary gland
K114,Fistula of salivary gland
K115,Sialolithiasis
K116,Mucocele of salivary gland
K117,Disturbances of salivary secretion
K118,Other diseases of salivary glands
K119,"Disease of salivary gland, unspecified"
K120,Recurrent oral aphthae
K121,Other forms of stomatitis
K122,Cellulitis and abscess of mouth
K1230,"Oral mucositis (ulcerative), unspecified"
K1231,Oral mucositis (ulcerative) due to antineoplastic therapy
K1232,Oral mucositis (ulcerative) due to other drugs
K1233,Oral mucositis (ulcerative) due to radiation
K1239,Other oral mucositis (ulcerative)
K130,Diseases of lips
K131,Cheek and lip biting
K1321,"Leukoplakia of oral mucosa, including tongue"
K1322,Minimal keratinized residual ridge mucosa
K1323,Excessive keratinized residual ridge mucosa
K1324,Leukokeratosis nicotina palati
K1329,"Other disturbances of oral epithelium, including tongue"
K133,Hairy leukoplakia
K134,Granuloma and granuloma-like lesions of oral mucosa
K135,Oral submucous fibrosis
K136,Irritative hyperplasia of oral mucosa
K1370,Unspecified lesions of oral mucosa
K1379,Other lesions of oral mucosa
K140,Glossitis
K141,Geographic tongue
K142,Median rhomboid glossitis
K143,Hypertrophy of tongue papillae
K144,Atrophy of tongue papillae
K145,Plicated tongue
K146,Glossodynia
K148,Other diseases of tongue
K149,"Disease of tongue, unspecified"
K200,Eosinophilic esophagitis
K208,Other esophagitis
K209,"Esophagitis, unspecified"
K210,Gastro-esophageal reflux disease with esophagitis
K219,Gastro-esophageal reflux disease without esophagitis
K220,Achalasia of cardia
K2210,Ulcer of esophagus without bleeding
K2211,Ulcer of esophagus with bleeding
K222,Esophageal obstruction
K223,Perforation of esophagus
K224,Dyskinesia of esophagus
K225,"Diverticulum of esophagus, acquired"
K226,Gastro-esophageal laceration-hemorrhage syndrome
K2270,Barrett's esophagus without dysplasia
K22710,Barrett's esophagus with low grade dysplasia
K22711,Barrett's esophagus with high grade dysplasia
K22719,"Barrett's esophagus with dysplasia, unspecified"
K228,Other specified diseases of esophagus
K229,"Disease of esophagus, unspecified"
K23,Disorders of esophagus in diseases classified elsewhere
K250,Acute gastric ulcer with hemorrhage
K251,Acute gastric ulcer with perforation
K252,Acute gastric ulcer with both hemorrhage and perforation
K253,Acute gastric ulcer without hemorrhage or perforation
K254,Chronic or unspecified gastric ulcer with hemorrhage
K255,Chronic or unspecified gastric ulcer with perforation
K256,Chronic or unspecified gastric ulcer with both hemorrhage and perforation
K257,Chronic gastric ulcer without hemorrhage or perforation
K259,"Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation"
K260,Acute duodenal ulcer with hemorrhage
K261,Acute duodenal ulcer with perforation
K262,Acute duodenal ulcer with both hemorrhage and perforation
K263,Acute duodenal ulcer without hemorrhage or perforation
K264,Chronic or unspecified duodenal ulcer with hemorrhage
K265,Chronic or unspecified duodenal ulcer with perforation
K266,Chronic or unspecified duodenal ulcer with both hemorrhage and perforation
K267,Chronic duodenal ulcer without hemorrhage or perforation
K269,"Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation"
K270,"Acute peptic ulcer, site unspecified, with hemorrhage"
K271,"Acute peptic ulcer, site unspecified, with perforation"
K272,"Acute peptic ulcer, site unspecified, with both hemorrhage and perforation"
K273,"Acute peptic ulcer, site unspecified, without hemorrhage or perforation"
K274,"Chronic or unspecified peptic ulcer, site unspecified, with hemorrhage"
K275,"Chronic or unspecified peptic ulcer, site unspecified, with perforation"
K276,"Chronic or unspecified peptic ulcer, site unspecified, with both hemorrhage and perforation"
K277,"Chronic peptic ulcer, site unspecified, without hemorrhage or perforation"
K279,"Peptic ulcer, site unspecified, unspecified as acute or chronic, without hemorrhage or perforation"
K280,Acute gastrojejunal ulcer with hemorrhage
K281,Acute gastrojejunal ulcer with perforation
K282,Acute gastrojejunal ulcer with both hemorrhage and perforation
K283,Acute gastrojejunal ulcer without hemorrhage or perforation
K284,Chronic or unspecified gastrojejunal ulcer with hemorrhage
K285,Chronic or unspecified gastrojejunal ulcer with perforation
K286,Chronic or unspecified gastrojejunal ulcer with both hemorrhage and perforation
K287,Chronic gastrojejunal ulcer without hemorrhage or perforation
K289,"Gastrojejunal ulcer, unspecified as acute or chronic, without hemorrhage or perforation"
K2900,Acute gastritis without bleeding
K2901,Acute gastritis with bleeding
K2920,Alcoholic gastritis without bleeding
K2921,Alcoholic gastritis with bleeding
K2930,Chronic superficial gastritis without bleeding
K2931,Chronic superficial gastritis with bleeding
K2940,Chronic atrophic gastritis without bleeding
K2941,Chronic atrophic gastritis with bleeding
K2950,Unspecified chronic gastritis without bleeding
K2951,Unspecified chronic gastritis with bleeding
K2960,Other gastritis without bleeding
K2961,Other gastritis with bleeding
K2970,"Gastritis, unspecified, without bleeding"
K2971,"Gastritis, unspecified, with bleeding"
K2980,Duodenitis without bleeding
K2981,Duodenitis with bleeding
K2990,"Gastroduodenitis, unspecified, without bleeding"
K2991,"Gastroduodenitis, unspecified, with bleeding"
K30,Functional dyspepsia
K310,Acute dilatation of stomach
K311,Adult hypertrophic pyloric stenosis
K312,Hourglass stricture and stenosis of stomach
K313,"Pylorospasm, not elsewhere classified"
K314,Gastric diverticulum
K315,Obstruction of duodenum
K316,Fistula of stomach and duodenum
K317,Polyp of stomach and duodenum
K31811,Angiodysplasia of stomach and duodenum with bleeding
K31819,Angiodysplasia of stomach and duodenum without bleeding
K3182,Dieulafoy lesion (hemorrhagic) of stomach and duodenum
K3183,Achlorhydria
K3184,Gastroparesis
K3189,Other diseases of stomach and duodenum
K319,"Disease of stomach and duodenum, unspecified"
K352,Acute appendicitis with generalized peritonitis
K353,Acute appendicitis with localized peritonitis
K3580,Unspecified acute appendicitis
K3589,Other acute appendicitis
K36,Other appendicitis
K37,Unspecified appendicitis
K380,Hyperplasia of appendix
K381,Appendicular concretions
K382,Diverticulum of appendix
K383,Fistula of appendix
K388,Other specified diseases of appendix
K389,"Disease of appendix, unspecified"
K4000,"Bilateral inguinal hernia, with obstruction, without gangrene, not specified as recurrent"
K4001,"Bilateral inguinal hernia, with obstruction, without gangrene, recurrent"
K4010,"Bilateral inguinal hernia, with gangrene, not specified as recurrent"
K4011,"Bilateral inguinal hernia, with gangrene, recurrent"
K4020,"Bilateral inguinal hernia, without obstruction or gangrene, not specified as recurrent"
K4021,"Bilateral inguinal hernia, without obstruction or gangrene, recurrent"
K4030,"Unilateral inguinal hernia, with obstruction, without gangrene, not specified as recurrent"
K4031,"Unilateral inguinal hernia, with obstruction, without gangrene, recurrent"
K4040,"Unilateral inguinal hernia, with gangrene, not specified as recurrent"
K4041,"Unilateral inguinal hernia, with gangrene, recurrent"
K4090,"Unilateral inguinal hernia, without obstruction or gangrene, not specified as recurrent"
K4091,"Unilateral inguinal hernia, without obstruction or gangrene, recurrent"
K4100,"Bilateral femoral hernia, with obstruction, without gangrene, not specified as recurrent"
K4101,"Bilateral femoral hernia, with obstruction, without gangrene, recurrent"
K4110,"Bilateral femoral hernia, with gangrene, not specified as recurrent"
K4111,"Bilateral femoral hernia, with gangrene, recurrent"
K4120,"Bilateral femoral hernia, without obstruction or gangrene, not specified as recurrent"
K4121,"Bilateral femoral hernia, without obstruction or gangrene, recurrent"
K4130,"Unilateral femoral hernia, with obstruction, without gangrene, not specified as recurrent"
K4131,"Unilateral femoral hernia, with obstruction, without gangrene, recurrent"
K4140,"Unilateral femoral hernia, with gangrene, not specified as recurrent"
K4141,"Unilateral femoral hernia, with gangrene, recurrent"
K4190,"Unilateral femoral hernia, without obstruction or gangrene, not specified as recurrent"
K4191,"Unilateral femoral hernia, without obstruction or gangrene, recurrent"
K420,"Umbilical hernia with obstruction, without gangrene"
K421,Umbilical hernia with gangrene
K429,Umbilical hernia without obstruction or gangrene
K430,"Incisional hernia with obstruction, without gangrene"
K431,Incisional hernia with gangrene
K432,Incisional hernia without obstruction or gangrene
K433,"Parastomal hernia with obstruction, without gangrene"
K434,Parastomal hernia with gangrene
K435,Parastomal hernia without obstruction or gangrene
K436,"Other and unspecified ventral hernia with obstruction, without gangrene"
K437,Other and unspecified ventral hernia with gangrene
K439,Ventral hernia without obstruction or gangrene
K440,"Diaphragmatic hernia with obstruction, without gangrene"
K441,Diaphragmatic hernia with gangrene
K449,Diaphragmatic hernia without obstruction or gangrene
K450,"Other specified abdominal hernia with obstruction, without gangrene"
K451,Other specified abdominal hernia with gangrene
K458,Other specified abdominal hernia without obstruction or gangrene
K460,"Unspecified abdominal hernia with obstruction, without gangrene"
K461,Unspecified abdominal hernia with gangrene
K469,Unspecified abdominal hernia without obstruction or gangrene
K5000,Crohn's disease of small intestine without complications
K50011,Crohn's disease of small intestine with rectal bleeding
K50012,Crohn's disease of small intestine with intestinal obstruction
K50013,Crohn's disease of small intestine with fistula
K50014,Crohn's disease of small intestine with abscess
K50018,Crohn's disease of small intestine with other complication
K50019,Crohn's disease of small intestine with unspecified complications
K5010,Crohn's disease of large intestine without complications
K50111,Crohn's disease of large intestine with rectal bleeding
K50112,Crohn's disease of large intestine with intestinal obstruction
K50113,Crohn's disease of large intestine with fistula
K50114,Crohn's disease of large intestine with abscess
K50118,Crohn's disease of large intestine with other complication
K50119,Crohn's disease of large intestine with unspecified complications
K5080,Crohn's disease of both small and large intestine without complications
K50811,Crohn's disease of both small and large intestine with rectal bleeding
K50812,Crohn's disease of both small and large intestine with intestinal obstruction
K50813,Crohn's disease of both small and large intestine with fistula
K50814,Crohn's disease of both small and large intestine with abscess
K50818,Crohn's disease of both small and large intestine with other complication
K50819,Crohn's disease of both small and large intestine with unspecified complications
K5090,"Crohn's disease, unspecified, without complications"
K50911,"Crohn's disease, unspecified, with rectal bleeding"
K50912,"Crohn's disease, unspecified, with intestinal obstruction"
K50913,"Crohn's disease, unspecified, with fistula"
K50914,"Crohn's disease, unspecified, with abscess"
K50918,"Crohn's disease, unspecified, with other complication"
K50919,"Crohn's disease, unspecified, with unspecified complications"
K5100,Ulcerative (chronic) pancolitis without complications
K51011,Ulcerative (chronic) pancolitis with rectal bleeding
K51012,Ulcerative (chronic) pancolitis with intestinal obstruction
K51013,Ulcerative (chronic) pancolitis with fistula
K51014,Ulcerative (chronic) pancolitis with abscess
K51018,Ulcerative (chronic) pancolitis with other complication
K51019,Ulcerative (chronic) pancolitis with unspecified complications
K5120,Ulcerative (chronic) proctitis without complications
K51211,Ulcerative (chronic) proctitis with rectal bleeding
K51212,Ulcerative (chronic) proctitis with intestinal obstruction
K51213,Ulcerative (chronic) proctitis with fistula
K51214,Ulcerative (chronic) proctitis with abscess
K51218,Ulcerative (chronic) proctitis with other complication
K51219,Ulcerative (chronic) proctitis with unspecified complications
K5130,Ulcerative (chronic) rectosigmoiditis without complications
K51311,Ulcerative (chronic) rectosigmoiditis with rectal bleeding
K51312,Ulcerative (chronic) rectosigmoiditis with intestinal obstruction
K51313,Ulcerative (chronic) rectosigmoiditis with fistula
K51314,Ulcerative (chronic) rectosigmoiditis with abscess
K51318,Ulcerative (chronic) rectosigmoiditis with other complication
K51319,Ulcerative (chronic) rectosigmoiditis with unspecified complications
K5140,Inflammatory polyps of colon without complications
K51411,Inflammatory polyps of colon with rectal bleeding
K51412,Inflammatory polyps of colon with intestinal obstruction
K51413,Inflammatory polyps of colon with fistula
K51414,Inflammatory polyps of colon with abscess
K51418,Inflammatory polyps of colon with other complication
K51419,Inflammatory polyps of colon with unspecified complications
K5150,Left sided colitis without complications
K51511,Left sided colitis with rectal bleeding
K51512,Left sided colitis with intestinal obstruction
K51513,Left sided colitis with fistula
K51514,Left sided colitis with abscess
K51518,Left sided colitis with other complication
K51519,Left sided colitis with unspecified complications
K5180,Other ulcerative colitis without complications
K51811,Other ulcerative colitis with rectal bleeding
K51812,Other ulcerative colitis with intestinal obstruction
K51813,Other ulcerative colitis with fistula
K51814,Other ulcerative colitis with abscess
K51818,Other ulcerative colitis with other complication
K51819,Other ulcerative colitis with unspecified complications
K5190,"Ulcerative colitis, unspecified, without complications"
K51911,"Ulcerative colitis, unspecified with rectal bleeding"
K51912,"Ulcerative colitis, unspecified with intestinal obstruction"
K51913,"Ulcerative colitis, unspecified with fistula"
K51914,"Ulcerative colitis, unspecified with abscess"
K51918,"Ulcerative colitis, unspecified with other complication"
K51919,"Ulcerative colitis, unspecified with unspecified complications"
K520,Gastroenteritis and colitis due to radiation
K521,Toxic gastroenteritis and colitis
K5221,Food protein-induced enterocolitis syndrome
K5222,Food protein-induced enteropathy
K5229,Other allergic and dietetic gastroenteritis and colitis
K523,Indeterminate colitis
K5281,Eosinophilic gastritis or gastroenteritis
K5282,Eosinophilic colitis
K52831,Collagenous colitis
K52832,Lymphocytic colitis
K52838,Other microscopic colitis
K52839,"Microscopic colitis, unspecified"
K5289,Other specified noninfective gastroenteritis and colitis
K529,"Noninfective gastroenteritis and colitis, unspecified"
K55011,Focal (segmental) acute (reversible) ischemia of small intestine
K55012,Diffuse acute (reversible) ischemia of small intestine
K55019,"Acute (reversible) ischemia of small intestine, extent unspecified"
K55021,Focal (segmental) acute infarction of small intestine
K55022,Diffuse acute infarction of small intestine
K55029,"Acute infarction of small intestine, extent unspecified"
K55031,Focal (segmental) acute (reversible) ischemia of large intestine
K55032,Diffuse acute (reversible) ischemia of large intestine
K55039,"Acute (reversible) ischemia of large intestine, extent unspecified"
K55041,Focal (segmental) acute infarction of large intestine
K55042,Diffuse acute infarction of large intestine
K55049,"Acute infarction of large intestine, extent unspecified"
K55051,"Focal (segmental) acute (reversible) ischemia of intestine, part unspecified"
K55052,"Diffuse acute (reversible) ischemia of intestine, part unspecified"
K55059,"Acute (reversible) ischemia of intestine, part and extent unspecified"
K55061,"Focal (segmental) acute infarction of intestine, part unspecified"
K55062,"Diffuse acute infarction of intestine, part unspecified"
K55069,"Acute infarction of intestine, part and extent unspecified"
K551,Chronic vascular disorders of intestine
K5520,Angiodysplasia of colon without hemorrhage
K5521,Angiodysplasia of colon with hemorrhage
K5530,"Necrotizing enterocolitis, unspecified"
K5531,Stage 1 necrotizing enterocolitis
K5532,Stage 2 necrotizing enterocolitis
K5533,Stage 3 necrotizing enterocolitis
K558,Other vascular disorders of intestine
K559,"Vascular disorder of intestine, unspecified"
K560,Paralytic ileus
K561,Intussusception
K562,Volvulus
K563,Gallstone ileus
K5641,Fecal impaction
K5649,Other impaction of intestine
K565,Intestinal adhesions [bands] with obstruction (postprocedural) (postinfection)
K5660,Unspecified intestinal obstruction
K5669,Other intestinal obstruction
K567,"Ileus, unspecified"
K5700,Diverticulitis of small intestine with perforation and abscess without bleeding
K5701,Diverticulitis of small intestine with perforation and abscess with bleeding
K5710,Diverticulosis of small intestine without perforation or abscess without bleeding
K5711,Diverticulosis of small intestine without perforation or abscess with bleeding
K5712,Diverticulitis of small intestine without perforation or abscess without bleeding
K5713,Diverticulitis of small intestine without perforation or abscess with bleeding
K5720,Diverticulitis of large intestine with perforation and abscess without bleeding
K5721,Diverticulitis of large intestine with perforation and abscess with bleeding
K5730,Diverticulosis of large intestine without perforation or abscess without bleeding
K5731,Diverticulosis of large intestine without perforation or abscess with bleeding
K5732,Diverticulitis of large intestine without perforation or abscess without bleeding
K5733,Diverticulitis of large intestine without perforation or abscess with bleeding
K5740,Diverticulitis of both small and large intestine with perforation and abscess without bleeding
K5741,Diverticulitis of both small and large intestine with perforation and abscess with bleeding
K5750,Diverticulosis of both small and large intestine without perforation or abscess without bleeding
K5751,Diverticulosis of both small and large intestine without perforation or abscess with bleeding
K5752,Diverticulitis of both small and large intestine without perforation or abscess without bleeding
K5753,Diverticulitis of both small and large intestine without perforation or abscess with bleeding
K5780,"Diverticulitis of intestine, part unspecified, with perforation and abscess without bleeding"
K5781,"Diverticulitis of intestine, part unspecified, with perforation and abscess with bleeding"
K5790,"Diverticulosis of intestine, part unspecified, without perforation or abscess without bleeding"
K5791,"Diverticulosis of intestine, part unspecified, without perforation or abscess with bleeding"
K5792,"Diverticulitis of intestine, part unspecified, without perforation or abscess without bleeding"
K5793,"Diverticulitis of intestine, part unspecified, without perforation or abscess with bleeding"
K580,Irritable bowel syndrome with diarrhea
K581,Irritable bowel syndrome with constipation
K582,Mixed irritable bowel syndrome
K588,Other irritable bowel syndrome
K589,Irritable bowel syndrome without diarrhea
K5900,"Constipation, unspecified"
K5901,Slow transit constipation
K5902,Outlet dysfunction constipation
K5903,Drug induced constipation
K5904,Chronic idiopathic constipation
K5909,Other constipation
K591,Functional diarrhea
K592,"Neurogenic bowel, not elsewhere classified"
K5931,Toxic megacolon
K5939,Other megacolon
K594,Anal spasm
K598,Other specified functional intestinal disorders
K599,"Functional intestinal disorder, unspecified"
K600,Acute anal fissure
K601,Chronic anal fissure
K602,"Anal fissure, unspecified"
K603,Anal fistula
K604,Rectal fistula
K605,Anorectal fistula
K610,Anal abscess
K611,Rectal abscess
K612,Anorectal abscess
K613,Ischiorectal abscess
K614,Intrasphincteric abscess
K620,Anal polyp
K621,Rectal polyp
K622,Anal prolapse
K623,Rectal prolapse
K624,Stenosis of anus and rectum
K625,Hemorrhage of anus and rectum
K626,Ulcer of anus and rectum
K627,Radiation proctitis
K6281,Anal sphincter tear (healed) (nontraumatic) (old)
K6282,Dysplasia of anus
K6289,Other specified diseases of anus and rectum
K629,"Disease of anus and rectum, unspecified"
K630,Abscess of intestine
K631,Perforation of intestine (nontraumatic)
K632,Fistula of intestine
K633,Ulcer of intestine
K634,Enteroptosis
K635,Polyp of colon
K6381,Dieulafoy lesion of intestine
K6389,Other specified diseases of intestine
K639,"Disease of intestine, unspecified"
K640,First degree hemorrhoids
K641,Second degree hemorrhoids
K642,Third degree hemorrhoids
K643,Fourth degree hemorrhoids
K644,Residual hemorrhoidal skin tags
K645,Perianal venous thrombosis
K648,Other hemorrhoids
K649,Unspecified hemorrhoids
K650,Generalized (acute) peritonitis
K651,Peritoneal abscess
K652,Spontaneous bacterial peritonitis
K653,Choleperitonitis
K654,Sclerosing mesenteritis
K658,Other peritonitis
K659,"Peritonitis, unspecified"
K660,Peritoneal adhesions (postprocedural) (postinfection)
K661,Hemoperitoneum
K668,Other specified disorders of peritoneum
K669,"Disorder of peritoneum, unspecified"
K67,Disorders of peritoneum in infectious diseases classified elsewhere
K6811,Postprocedural retroperitoneal abscess
K6812,Psoas muscle abscess
K6819,Other retroperitoneal abscess
K689,Other disorders of retroperitoneum
K700,Alcoholic fatty liver
K7010,Alcoholic hepatitis without ascites
K7011,Alcoholic hepatitis with ascites
K702,Alcoholic fibrosis and sclerosis of liver
K7030,Alcoholic cirrhosis of liver without ascites
K7031,Alcoholic cirrhosis of liver with ascites
K7040,Alcoholic hepatic failure without coma
K7041,Alcoholic hepatic failure with coma
K709,"Alcoholic liver disease, unspecified"
K710,Toxic liver disease with cholestasis
K7110,"Toxic liver disease with hepatic necrosis, without coma"
K7111,"Toxic liver disease with hepatic necrosis, with coma"
K712,Toxic liver disease with acute hepatitis
K713,Toxic liver disease with chronic persistent hepatitis
K714,Toxic liver disease with chronic lobular hepatitis
K7150,Toxic liver disease with chronic active hepatitis without ascites
K7151,Toxic liver disease with chronic active hepatitis with ascites
K716,"Toxic liver disease with hepatitis, not elsewhere classified"
K717,Toxic liver disease with fibrosis and cirrhosis of liver
K718,Toxic liver disease with other disorders of liver
K719,"Toxic liver disease, unspecified"
K7200,Acute and subacute hepatic failure without coma
K7201,Acute and subacute hepatic failure with coma
K7210,Chronic hepatic failure without coma
K7211,Chronic hepatic failure with coma
K7290,"Hepatic failure, unspecified without coma"
K7291,"Hepatic failure, unspecified with coma"
K730,"Chronic persistent hepatitis, not elsewhere classified"
K731,"Chronic lobular hepatitis, not elsewhere classified"
K732,"Chronic active hepatitis, not elsewhere classified"
K738,"Other chronic hepatitis, not elsewhere classified"
K739,"Chronic hepatitis, unspecified"
K740,Hepatic fibrosis
K741,Hepatic sclerosis
K742,Hepatic fibrosis with hepatic sclerosis
K743,Primary biliary cirrhosis
K744,Secondary biliary cirrhosis
K745,"Biliary cirrhosis, unspecified"
K7460,Unspecified cirrhosis of liver
K7469,Other cirrhosis of liver
K750,Abscess of liver
K751,Phlebitis of portal vein
